Treatment Function Code,Metric,Category,Waiting Bands,Count
Other - Mental Health Services,IMD,8,01 To 18 Weeks,150
Other - Mental Health Services,IMD,8,18 To 52 Weeks,55
Other - Mental Health Services,IMD,8,Total,200
Other - Mental Health Services,IMD,9,01 To 18 Weeks,155
Other - Mental Health Services,IMD,9,18 To 52 Weeks,50
Other - Mental Health Services,IMD,9,Over 52 Weeks,*
Other - Mental Health Services,IMD,9,Total,210
Other - Mental Health Services,Sex,Female,01 To 18 Weeks,905
Other - Mental Health Services,Sex,Female,18 To 52 Weeks,295
Other - Mental Health Services,Sex,Female,Over 52 Weeks,*
Other - Mental Health Services,Sex,Female,Total,1205
Other - Mental Health Services,Sex,Male,01 To 18 Weeks,625
Other - Mental Health Services,Sex,Male,18 To 52 Weeks,190
Other - Mental Health Services,Sex,Male,Over 52 Weeks,*
Other - Mental Health Services,Sex,Male,Total,820
Other - Other Services,Age,0-18 Years,Unknown Clock Start,*
Other - Other Services,Age,0-18 Years,01 To 18 Weeks,5025
Other - Other Services,Age,0-18 Years,18 To 52 Weeks,1560
Other - Other Services,Age,0-18 Years,Over 52 Weeks,105
Other - Other Services,Age,0-18 Years,Total,6690
Other - Other Services,Age,19-64 Years,Unknown Clock Start,25
Other - Other Services,Age,19-64 Years,01 To 18 Weeks,47580
Other - Other Services,Age,19-64 Years,18 To 52 Weeks,14550
Other - Other Services,Age,19-64 Years,Over 52 Weeks,1220
Other - Other Services,Age,19-64 Years,Total,63375
Other - Other Services,Age,Over 65 Years,Unknown Clock Start,*
Other - Other Services,Age,Over 65 Years,01 To 18 Weeks,31305
Other - Other Services,Age,Over 65 Years,18 To 52 Weeks,7045
Other - Other Services,Age,Over 65 Years,Over 52 Weeks,530
Other - Other Services,Age,Over 65 Years,Total,38890
Other - Other Services,Ethnicity,99: Not known,Unknown Clock Start,*
Other - Other Services,Ethnicity,99: Not known,01 To 18 Weeks,4100
Other - Other Services,Ethnicity,99: Not known,18 To 52 Weeks,805
Other - Other Services,Ethnicity,99: Not known,Over 52 Weeks,50
Other - Other Services,Ethnicity,99: Not known,Total,4955
Other - Other Services,Ethnicity,A: British,Unknown Clock Start,15
Other - Other Services,Ethnicity,A: British,01 To 18 Weeks,58645
Other - Other Services,Ethnicity,A: British,18 To 52 Weeks,16870
Other - Other Services,Ethnicity,A: British,Over 52 Weeks,1240
Other - Other Services,Ethnicity,A: British,Total,76775
Other - Other Services,Ethnicity,B: Irish,01 To 18 Weeks,515
Other - Other Services,Ethnicity,B: Irish,18 To 52 Weeks,130
Other - Other Services,Ethnicity,B: Irish,Over 52 Weeks,15
Other - Other Services,Ethnicity,B: Irish,Total,665
Other - Other Services,Ethnicity,C: Any other white background,Unknown Clock Start,*
Other - Other Services,Ethnicity,C: Any other white background,01 To 18 Weeks,6335
Other - Other Services,Ethnicity,C: Any other white background,18 To 52 Weeks,1330
Other - Other Services,Ethnicity,C: Any other white background,Over 52 Weeks,100
Other - Other Services,Ethnicity,C: Any other white background,Total,7765
Other - Other Services,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,325
Other - Other Services,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,90
Other - Other Services,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,*
Other - Other Services,Ethnicity,D: White and Black Caribbean,Total,425
Other - Other Services,Ethnicity,E: White and Black African,01 To 18 Weeks,175
Other - Other Services,Ethnicity,E: White and Black African,18 To 52 Weeks,50
Other - Other Services,Ethnicity,E: White and Black African,Over 52 Weeks,*
Other - Other Services,Ethnicity,E: White and Black African,Total,230
Other - Other Services,Ethnicity,F: White and Asian,Unknown Clock Start,*
Other - Other Services,Ethnicity,F: White and Asian,01 To 18 Weeks,270
Other - Other Services,Ethnicity,F: White and Asian,18 To 52 Weeks,60
Other - Other Services,Ethnicity,F: White and Asian,Over 52 Weeks,*
Other - Other Services,Ethnicity,F: White and Asian,Total,335
Other - Other Services,Ethnicity,G: Any other mixed background,01 To 18 Weeks,615
Other - Other Services,Ethnicity,G: Any other mixed background,18 To 52 Weeks,175
Other - Other Services,Ethnicity,G: Any other mixed background,Over 52 Weeks,15
Other - Other Services,Ethnicity,G: Any other mixed background,Total,805
Other - Other Services,Ethnicity,H: Indian,Unknown Clock Start,*
Other - Other Services,Ethnicity,H: Indian,01 To 18 Weeks,1670
Other - Other Services,Ethnicity,H: Indian,18 To 52 Weeks,630
Other - Other Services,Ethnicity,H: Indian,Over 52 Weeks,55
Other - Other Services,Ethnicity,H: Indian,Total,2355
Other - Other Services,Ethnicity,J: Pakistani,Unknown Clock Start,*
Other - Other Services,Ethnicity,J: Pakistani,01 To 18 Weeks,1395
Other - Other Services,Ethnicity,J: Pakistani,18 To 52 Weeks,545
Other - Other Services,Ethnicity,J: Pakistani,Over 52 Weeks,95
Other - Other Services,Ethnicity,J: Pakistani,Total,2040
Other - Other Services,Ethnicity,K: Bangladeshi,Unknown Clock Start,*
Other - Other Services,Ethnicity,K: Bangladeshi,01 To 18 Weeks,795
Other - Other Services,Ethnicity,K: Bangladeshi,18 To 52 Weeks,215
Other - Other Services,Ethnicity,K: Bangladeshi,Over 52 Weeks,25
Other - Other Services,Ethnicity,K: Bangladeshi,Total,1035
Other - Other Services,Ethnicity,L: Any other Asian background,Unknown Clock Start,*
Other - Other Services,Ethnicity,L: Any other Asian background,01 To 18 Weeks,1705
Other - Other Services,Ethnicity,L: Any other Asian background,18 To 52 Weeks,395
Other - Other Services,Ethnicity,L: Any other Asian background,Over 52 Weeks,40
Other - Other Services,Ethnicity,L: Any other Asian background,Total,2140
Other - Other Services,Ethnicity,M: Caribbean,Unknown Clock Start,*
Other - Other Services,Ethnicity,M: Caribbean,01 To 18 Weeks,1135
Other - Other Services,Ethnicity,M: Caribbean,18 To 52 Weeks,255
Other - Other Services,Ethnicity,M: Caribbean,Over 52 Weeks,20
Other - Other Services,Ethnicity,M: Caribbean,Total,1410
Other - Other Services,Ethnicity,N: African,01 To 18 Weeks,1760
Other - Other Services,Ethnicity,N: African,18 To 52 Weeks,345
Other - Other Services,Ethnicity,N: African,Over 52 Weeks,25
Other - Other Services,Ethnicity,N: African,Total,2130
Other - Other Services,Ethnicity,P: Any other Black background,Unknown Clock Start,*
Other - Other Services,Ethnicity,P: Any other Black background,01 To 18 Weeks,705
Other - Other Services,Ethnicity,P: Any other Black background,18 To 52 Weeks,145
Other - Other Services,Ethnicity,P: Any other Black background,Over 52 Weeks,10
Other - Other Services,Ethnicity,P: Any other Black background,Total,860
Other - Other Services,Ethnicity,R: Chinese,01 To 18 Weeks,365
Other - Other Services,Ethnicity,R: Chinese,18 To 52 Weeks,80
Other - Other Services,Ethnicity,R: Chinese,Over 52 Weeks,10
Other - Other Services,Ethnicity,R: Chinese,Total,450
Other - Other Services,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,850
Other - Other Services,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,200
Other - Other Services,Ethnicity,S: Any other ethnic group,Over 52 Weeks,30
Other - Other Services,Ethnicity,S: Any other ethnic group,Total,1075
Other - Other Services,Ethnicity,Z: Not stated,Unknown Clock Start,*
Other - Other Services,Ethnicity,Z: Not stated,01 To 18 Weeks,5565
Other - Other Services,Ethnicity,Z: Not stated,18 To 52 Weeks,1265
Other - Other Services,Ethnicity,Z: Not stated,Over 52 Weeks,110
Other - Other Services,Ethnicity,Z: Not stated,Total,6940
Other - Other Services,IMD,1,01 To 18 Weeks,8505
Other - Other Services,IMD,1,18 To 52 Weeks,2590
Other - Other Services,IMD,1,Over 52 Weeks,285
Other - Other Services,IMD,1,Total,11375
Other - Other Services,IMD,10,Unknown Clock Start,*
Other - Other Services,IMD,10,01 To 18 Weeks,7145
Other - Other Services,IMD,10,18 To 52 Weeks,2150
Other - Other Services,IMD,10,Over 52 Weeks,170
Other - Other Services,IMD,10,Total,9470
Other - Other Services,IMD,2,Unknown Clock Start,*
Other - Other Services,IMD,2,01 To 18 Weeks,9285
Other - Other Services,IMD,2,18 To 52 Weeks,2420
Other - Other Services,IMD,2,Over 52 Weeks,195
Other - Other Services,IMD,2,Total,11900
Other - Other Services,IMD,3,Unknown Clock Start,*
Other - Other Services,IMD,3,01 To 18 Weeks,9060
Other - Other Services,IMD,3,18 To 52 Weeks,2210
Other - Other Services,IMD,3,Over 52 Weeks,170
Other - Other Services,IMD,3,Total,11445
Other - Other Services,IMD,4,Unknown Clock Start,*
Other - Other Services,IMD,4,01 To 18 Weeks,9145
Other - Other Services,IMD,4,18 To 52 Weeks,2465
Other - Other Services,IMD,4,Over 52 Weeks,190
Other - Other Services,IMD,4,Total,11800
Other - Other Services,IMD,5,Unknown Clock Start,*
Other - Other Services,IMD,5,01 To 18 Weeks,8000
Other - Other Services,IMD,5,18 To 52 Weeks,2180
Other - Other Services,IMD,5,Over 52 Weeks,175
Other - Other Services,IMD,5,Total,10360
Other - Other Services,IMD,6,Unknown Clock Start,*
Other - Other Services,IMD,6,01 To 18 Weeks,8230
Other - Other Services,IMD,6,18 To 52 Weeks,2165
Other - Other Services,IMD,6,Over 52 Weeks,165
Other - Other Services,IMD,6,Total,10560
Other - Other Services,IMD,7,Unknown Clock Start,*
Other - Other Services,IMD,7,01 To 18 Weeks,7965
Other - Other Services,IMD,7,18 To 52 Weeks,2390
Other - Other Services,IMD,7,Over 52 Weeks,140
Other - Other Services,IMD,7,Total,10500
Other - Other Services,IMD,8,Unknown Clock Start,*
Other - Other Services,IMD,8,01 To 18 Weeks,8145
Other - Other Services,IMD,8,18 To 52 Weeks,2140
Other - Other Services,IMD,8,Over 52 Weeks,175
Other - Other Services,IMD,8,Total,10465
Other - Other Services,IMD,9,Unknown Clock Start,*
Other - Other Services,IMD,9,01 To 18 Weeks,7320
Other - Other Services,IMD,9,18 To 52 Weeks,2075
Other - Other Services,IMD,9,Over 52 Weeks,160
Other - Other Services,IMD,9,Total,9560
Other - Other Services,Sex,Female,Unknown Clock Start,25
Other - Other Services,Sex,Female,01 To 18 Weeks,46705
Other - Other Services,Sex,Female,18 To 52 Weeks,12620
Other - Other Services,Sex,Female,Over 52 Weeks,1060
Other - Other Services,Sex,Female,Total,60410
Other - Other Services,Sex,Male,Unknown Clock Start,*
Other - Other Services,Sex,Male,01 To 18 Weeks,34890
Other - Other Services,Sex,Male,18 To 52 Weeks,9025
Other - Other Services,Sex,Male,Over 52 Weeks,745
Other - Other Services,Sex,Male,Total,44665
Other - Paediatric Services,Age,0-18 Years,Unknown Clock Start,270
Other - Paediatric Services,Age,0-18 Years,01 To 18 Weeks,172215
Other - Paediatric Services,Age,0-18 Years,18 To 52 Weeks,106800
Other - Paediatric Services,Age,0-18 Years,Over 52 Weeks,8920
Other - Paediatric Services,Age,0-18 Years,Total,288200
Other - Paediatric Services,Age,19-64 Years,01 To 18 Weeks,825
Other - Paediatric Services,Age,19-64 Years,18 To 52 Weeks,415
Other - Paediatric Services,Age,19-64 Years,Over 52 Weeks,50
Other - Paediatric Services,Age,19-64 Years,Total,1290
Other - Paediatric Services,Age,Over 65 Years,01 To 18 Weeks,145
Other - Paediatric Services,Age,Over 65 Years,18 To 52 Weeks,60
Other - Paediatric Services,Age,Over 65 Years,Over 52 Weeks,*
Other - Paediatric Services,Age,Over 65 Years,Total,210
Other - Paediatric Services,Ethnicity,99: Not known,Unknown Clock Start,*
Other - Paediatric Services,Ethnicity,99: Not known,01 To 18 Weeks,5425
Other - Paediatric Services,Ethnicity,99: Not known,18 To 52 Weeks,3000
Other - Paediatric Services,Ethnicity,99: Not known,Over 52 Weeks,245
Other - Paediatric Services,Ethnicity,99: Not known,Total,8675
Other - Paediatric Services,Ethnicity,A: British,Unknown Clock Start,135
Other - Paediatric Services,Ethnicity,A: British,01 To 18 Weeks,95095
Other - Paediatric Services,Ethnicity,A: British,18 To 52 Weeks,58670
Other - Paediatric Services,Ethnicity,A: British,Over 52 Weeks,5005
Other - Paediatric Services,Ethnicity,A: British,Total,158905
Other - Paediatric Services,Ethnicity,B: Irish,Unknown Clock Start,*
Other - Paediatric Services,Ethnicity,B: Irish,01 To 18 Weeks,515
Other - Paediatric Services,Ethnicity,B: Irish,18 To 52 Weeks,330
Other - Paediatric Services,Ethnicity,B: Irish,Over 52 Weeks,10
Other - Paediatric Services,Ethnicity,B: Irish,Total,855
Other - Paediatric Services,Ethnicity,C: Any other white background,Unknown Clock Start,35
Other - Paediatric Services,Ethnicity,C: Any other white background,01 To 18 Weeks,15585
Other - Paediatric Services,Ethnicity,C: Any other white background,18 To 52 Weeks,9490
Other - Paediatric Services,Ethnicity,C: Any other white background,Over 52 Weeks,785
Other - Paediatric Services,Ethnicity,C: Any other white background,Total,25890
Other - Paediatric Services,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,2245
Other - Paediatric Services,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,1380
Other - Paediatric Services,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,125
Other - Paediatric Services,Ethnicity,D: White and Black Caribbean,Total,3755
Other - Paediatric Services,Ethnicity,E: White and Black African,Unknown Clock Start,*
Other - Paediatric Services,Ethnicity,E: White and Black African,01 To 18 Weeks,1370
Other - Paediatric Services,Ethnicity,E: White and Black African,18 To 52 Weeks,780
Other - Paediatric Services,Ethnicity,E: White and Black African,Over 52 Weeks,75
Other - Paediatric Services,Ethnicity,E: White and Black African,Total,2230
Other - Paediatric Services,Ethnicity,F: White and Asian,Unknown Clock Start,*
Other - Paediatric Services,Ethnicity,F: White and Asian,01 To 18 Weeks,2180
Other - Paediatric Services,Ethnicity,F: White and Asian,18 To 52 Weeks,1230
Other - Paediatric Services,Ethnicity,F: White and Asian,Over 52 Weeks,95
Other - Paediatric Services,Ethnicity,F: White and Asian,Total,3505
Other - Paediatric Services,Ethnicity,G: Any other mixed background,Unknown Clock Start,15
Other - Paediatric Services,Ethnicity,G: Any other mixed background,01 To 18 Weeks,4995
Other - Paediatric Services,Ethnicity,G: Any other mixed background,18 To 52 Weeks,2985
Other - Paediatric Services,Ethnicity,G: Any other mixed background,Over 52 Weeks,220
Other - Paediatric Services,Ethnicity,G: Any other mixed background,Total,8215
Other - Paediatric Services,Ethnicity,H: Indian,Unknown Clock Start,10
Other - Paediatric Services,Ethnicity,H: Indian,01 To 18 Weeks,6435
Other - Paediatric Services,Ethnicity,H: Indian,18 To 52 Weeks,3815
Other - Paediatric Services,Ethnicity,H: Indian,Over 52 Weeks,255
Other - Paediatric Services,Ethnicity,H: Indian,Total,10520
Other - Paediatric Services,Ethnicity,J: Pakistani,Unknown Clock Start,10
Other - Paediatric Services,Ethnicity,J: Pakistani,01 To 18 Weeks,8835
Other - Paediatric Services,Ethnicity,J: Pakistani,18 To 52 Weeks,5975
Other - Paediatric Services,Ethnicity,J: Pakistani,Over 52 Weeks,510
Other - Paediatric Services,Ethnicity,J: Pakistani,Total,15330
Other - Paediatric Services,Ethnicity,K: Bangladeshi,Unknown Clock Start,*
Other - Paediatric Services,Ethnicity,K: Bangladeshi,01 To 18 Weeks,3885
Other - Paediatric Services,Ethnicity,K: Bangladeshi,18 To 52 Weeks,2610
Other - Paediatric Services,Ethnicity,K: Bangladeshi,Over 52 Weeks,345
Other - Paediatric Services,Ethnicity,K: Bangladeshi,Total,6845
Other - Paediatric Services,Ethnicity,L: Any other Asian background,Unknown Clock Start,15
Other - Paediatric Services,Ethnicity,L: Any other Asian background,01 To 18 Weeks,6535
Other - Paediatric Services,Ethnicity,L: Any other Asian background,18 To 52 Weeks,3805
Other - Paediatric Services,Ethnicity,L: Any other Asian background,Over 52 Weeks,290
Other - Paediatric Services,Ethnicity,L: Any other Asian background,Total,10645
Other - Paediatric Services,Ethnicity,M: Caribbean,Unknown Clock Start,*
Other - Paediatric Services,Ethnicity,M: Caribbean,01 To 18 Weeks,2315
Other - Paediatric Services,Ethnicity,M: Caribbean,18 To 52 Weeks,1235
Other - Paediatric Services,Ethnicity,M: Caribbean,Over 52 Weeks,60
Other - Paediatric Services,Ethnicity,M: Caribbean,Total,3610
Other - Paediatric Services,Ethnicity,N: African,Unknown Clock Start,10
Other - Paediatric Services,Ethnicity,N: African,01 To 18 Weeks,7795
Other - Paediatric Services,Ethnicity,N: African,18 To 52 Weeks,4670
Other - Paediatric Services,Ethnicity,N: African,Over 52 Weeks,445
Other - Paediatric Services,Ethnicity,N: African,Total,12920
Other - Paediatric Services,Ethnicity,P: Any other Black background,Unknown Clock Start,*
Other - Paediatric Services,Ethnicity,P: Any other Black background,01 To 18 Weeks,2370
Other - Paediatric Services,Ethnicity,P: Any other Black background,18 To 52 Weeks,1355
Other - Paediatric Services,Ethnicity,P: Any other Black background,Over 52 Weeks,95
Other - Paediatric Services,Ethnicity,P: Any other Black background,Total,3825
Other - Paediatric Services,Ethnicity,R: Chinese,Unknown Clock Start,*
Other - Paediatric Services,Ethnicity,R: Chinese,01 To 18 Weeks,1000
Other - Paediatric Services,Ethnicity,R: Chinese,18 To 52 Weeks,620
Other - Paediatric Services,Ethnicity,R: Chinese,Over 52 Weeks,40
Other - Paediatric Services,Ethnicity,R: Chinese,Total,1670
Other - Paediatric Services,Ethnicity,S: Any other ethnic group,Unknown Clock Start,*
Other - Paediatric Services,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,3625
Other - Paediatric Services,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,2280
Other - Paediatric Services,Ethnicity,S: Any other ethnic group,Over 52 Weeks,180
Other - Paediatric Services,Ethnicity,S: Any other ethnic group,Total,6090
Other - Paediatric Services,Ethnicity,Z: Not stated,Unknown Clock Start,10
Other - Paediatric Services,Ethnicity,Z: Not stated,01 To 18 Weeks,6560
Other - Paediatric Services,Ethnicity,Z: Not stated,18 To 52 Weeks,3945
Other - Paediatric Services,Ethnicity,Z: Not stated,Over 52 Weeks,285
Other - Paediatric Services,Ethnicity,Z: Not stated,Total,10800
Other - Paediatric Services,IMD,1,Unknown Clock Start,*
Other - Paediatric Services,IMD,1,01 To 18 Weeks,26250
Other - Paediatric Services,IMD,1,18 To 52 Weeks,17365
Other - Paediatric Services,IMD,1,Over 52 Weeks,1505
Other - Paediatric Services,IMD,1,Total,45125
Other - Paediatric Services,IMD,10,Unknown Clock Start,50
Other - Paediatric Services,IMD,10,01 To 18 Weeks,12125
Other - Paediatric Services,IMD,10,18 To 52 Weeks,7585
Other - Paediatric Services,IMD,10,Over 52 Weeks,595
